LON,LAT,PGA-DD1,PGA-DD2,PGA-DD3,PGA-DD4,Ss-DD1,Ss-DD2,Ss-DD3,Ss-DD4,S1-DD1,S1-DD2,S1-DD3,S1-DD4,PGV-DD4,PGV-DD3,PGV-DD2,PGV-DD1
39.25,39.75,0.846,0.475,0.184,0.127,2.117,1.144,0.425,0.294,0.668,0.337,0.118,0.08,7.669,11.248,31.02,57.795
39.25,39.85,1.016,0.569,0.228,0.147,2.543,1.367,0.523,0.332,0.768,0.386,0.135,0.084,8.238,13.329,45.571,84.792
39.25,39.95,0.983,0.552,0.222,0.141,2.457,1.325,0.507,0.319,0.742,0.374,0.13,0.081,7.942,12.897,43.904,81.306
39.25,40.05,0.745,0.424,0.16,0.109,1.846,1.015,0.37,0.248,0.588,0.302,0.106,0.071,6.611,9.983,27.653,50.371
39.25,40.15,0.526,0.3,0.119,0.082,1.285,0.711,0.275,0.189,0.433,0.231,0.088,0.061,5.486,7.909,20.261,36.032
39.25,40.25,0.434,0.242,0.097,0.067,1.05,0.571,0.22,0.154,0.357,0.196,0.078,0.055,4.711,6.736,16.578,29.574
39.25,40.35,0.39,0.212,0.083,0.058,0.934,0.493,0.19,0.131,0.313,0.173,0.071,0.049,4.206,5.968,14.613,25.84
39.25,40.45,0.369,0.195,0.075,0.053,0.882,0.453,0.169,0.117,0.284,0.158,0.064,0.045,3.891,5.495,13.197,23.498
39.25,40.55,0.365,0.187,0.07,0.048,0.872,0.436,0.158,0.108,0.262,0.147,0.06,0.042,3.623,5.131,12.292,22.087
39.25,40.65,0.373,0.187,0.067,0.045,0.89,0.437,0.153,0.103,0.248,0.139,0.057,0.04,3.382,4.822,11.744,21.307
39.25,40.75,0.388,0.193,0.065,0.043,0.925,0.449,0.15,0.097,0.239,0.133,0.055,0.038,3.206,4.612,11.438,20.993
39.25,40.85,0.406,0.201,0.064,0.041,0.967,0.467,0.149,0.093,0.233,0.129,0.052,0.036,3.058,4.443,11.287,21.018
39.25,40.95,0.421,0.207,0.063,0.04,1.006,0.481,0.147,0.089,0.231,0.126,0.05,0.034,2.934,4.298,11.198,21.23
39.25,41.05,0.42,0.2,0.059,0.038,0.994,0.461,0.136,0.084,0.225,0.121,0.047,0.032,2.795,4.086,10.79,20.934
39.25,41.15,0.297,0.153,0.053,0.034,0.713,0.355,0.118,0.076,0.202,0.111,0.044,0.03,2.592,3.769,9.281,16.885
39.25,41.25,0.263,0.133,0.046,0.031,0.624,0.307,0.105,0.069,0.197,0.107,0.041,0.028,2.373,3.44,8.683,16.161
39.25,41.35,0.266,0.129,0.043,0.029,0.626,0.297,0.096,0.063,0.198,0.104,0.039,0.027,2.206,3.22,8.545,16.39
39.25,41.45,0.279,0.133,0.041,0.027,0.657,0.303,0.091,0.059,0.203,0.103,0.037,0.025,2.064,3.041,8.589,17.045
39.25,41.55,0.305,0.141,0.039,0.025,0.727,0.32,0.087,0.056,0.215,0.104,0.035,0.023,1.95,2.901,8.868,18.547
39.25,41.65,0.367,0.152,0.038,0.024,0.881,0.346,0.083,0.053,0.239,0.107,0.032,0.021,1.789,2.747,9.374,21.864
39.25,41.75,0.457,0.157,0.035,0.022,1.099,0.358,0.078,0.05,0.278,0.107,0.03,0.019,1.613,2.52,9.662,27.039
39.25,41.85,0.42,0.143,0.032,0.02,0.994,0.324,0.072,0.044,0.258,0.089,0.022,0.015,1.293,1.981,8.212,25.333
39.25,41.95,0.292,0.12,0.03,0.019,0.688,0.274,0.068,0.042,0.191,0.077,0.021,0.013,1.197,1.851,6.992,17.554
39.35,35.85,0.224,0.101,0.028,0.017,0.513,0.223,0.063,0.039,0.118,0.054,0.016,0.01,1.002,1.54,4.935,10.785
39.35,35.95,0.202,0.091,0.027,0.016,0.458,0.202,0.058,0.037,0.11,0.052,0.016,0.01,0.98,1.48,4.564,9.817
39.35,36.05,0.182,0.083,0.025,0.016,0.411,0.183,0.055,0.035,0.104,0.049,0.016,0.01,0.949,1.429,4.277,9.035
39.35,36.15,0.169,0.077,0.023,0.015,0.381,0.169,0.051,0.033,0.1,0.048,0.015,0.01,0.931,1.395,4.083,8.542
39.35,36.25,0.161,0.073,0.022,0.014,0.359,0.159,0.048,0.031,0.097,0.047,0.016,0.01,0.931,1.381,3.955,8.21
39.35,36.35,0.155,0.07,0.021,0.014,0.344,0.152,0.047,0.031,0.097,0.048,0.016,0.011,0.967,1.407,3.954,8.114
39.35,36.45,0.151,0.068,0.022,0.015,0.334,0.149,0.049,0.033,0.106,0.055,0.02,0.013,1.149,1.661,4.425,8.665
39.35,36.55,0.149,0.068,0.023,0.016,0.331,0.148,0.051,0.035,0.112,0.059,0.022,0.015,1.302,1.852,4.713,9.015
39.35,36.65,0.15,0.069,0.025,0.017,0.334,0.151,0.053,0.038,0.119,0.064,0.024,0.017,1.429,2.015,5.08,9.558
39.35,36.75,0.155,0.072,0.027,0.019,0.347,0.157,0.057,0.04,0.127,0.069,0.027,0.019,1.552,2.194,5.519,10.304
39.35,36.85,0.164,0.076,0.028,0.02,0.369,0.166,0.06,0.043,0.136,0.074,0.029,0.02,1.673,2.362,5.893,10.99
39.35,36.95,0.175,0.082,0.03,0.022,0.396,0.178,0.065,0.047,0.145,0.079,0.031,0.022,1.81,2.55,6.292,11.734
39.35,37.05,0.185,0.088,0.033,0.023,0.421,0.192,0.072,0.051,0.152,0.084,0.033,0.023,1.943,2.735,6.692,12.432
39.35,37.15,0.2,0.095,0.036,0.026,0.453,0.209,0.078,0.055,0.161,0.089,0.036,0.025,2.049,2.904,7.173,13.287
39.35,37.25,0.207,0.102,0.04,0.028,0.47,0.225,0.085,0.06,0.168,0.094,0.038,0.027,2.169,3.087,7.59,13.774
39.35,37.35,0.216,0.11,0.043,0.03,0.493,0.244,0.094,0.066,0.177,0.1,0.041,0.028,2.317,3.309,8.027,14.441
39.35,37.45,0.232,0.12,0.048,0.033,0.531,0.268,0.105,0.074,0.189,0.107,0.043,0.03,2.511,3.598,8.58,15.349
39.35,37.55,0.251,0.133,0.054,0.038,0.579,0.298,0.117,0.082,0.203,0.114,0.047,0.032,2.728,3.893,9.269,16.496
39.35,37.65,0.276,0.149,0.06,0.041,0.639,0.335,0.133,0.093,0.218,0.123,0.051,0.035,2.915,4.189,10.139,17.921
39.35,37.75,0.307,0.169,0.069,0.048,0.722,0.385,0.154,0.108,0.238,0.135,0.055,0.038,3.189,4.605,11.158,19.84
39.35,37.85,0.354,0.198,0.081,0.056,0.845,0.453,0.181,0.127,0.267,0.151,0.061,0.041,3.645,5.285,12.642,22.492
39.35,37.95,0.449,0.242,0.098,0.068,1.09,0.566,0.221,0.157,0.315,0.173,0.069,0.046,4.128,5.959,15.139,27.996
39.35,38.05,0.597,0.308,0.121,0.085,1.459,0.726,0.28,0.2,0.397,0.207,0.078,0.053,4.872,7.071,18.653,36.782
39.35,38.15,0.687,0.368,0.15,0.106,1.702,0.877,0.34,0.242,0.453,0.237,0.088,0.059,5.659,8.261,21.968,41.824
39.35,38.25,0.839,0.454,0.178,0.123,2.101,1.1,0.415,0.289,0.572,0.291,0.102,0.065,6.352,9.808,27.677,53.361
39.35,38.35,1.002,0.568,0.212,0.139,2.511,1.369,0.49,0.318,0.694,0.357,0.116,0.071,7.042,11.568,34.817,64.305
39.35,38.45,1.078,0.608,0.231,0.145,2.694,1.463,0.54,0.33,0.774,0.391,0.126,0.075,7.464,12.881,44.479,83.635
39.35,38.55,0.994,0.568,0.211,0.135,2.488,1.368,0.487,0.311,0.718,0.37,0.119,0.074,7.279,11.923,36.055,65.988
39.35,38.65,0.805,0.442,0.171,0.114,1.982,1.07,0.403,0.264,0.579,0.297,0.107,0.069,6.486,10.294,28.191,53.545
39.35,38.75,0.69,0.37,0.145,0.098,1.687,0.883,0.332,0.225,0.484,0.253,0.097,0.064,5.876,8.84,23.36,44.674
39.35,38.85,0.616,0.324,0.126,0.087,1.504,0.773,0.295,0.204,0.427,0.228,0.09,0.061,5.552,8.113,20.703,39.137
39.35,38.95,0.564,0.294,0.116,0.081,1.365,0.695,0.269,0.187,0.394,0.215,0.087,0.06,5.392,7.748,19.069,35.523
39.35,39.05,0.542,0.283,0.112,0.079,1.314,0.669,0.258,0.18,0.385,0.212,0.086,0.06,5.348,7.647,18.612,34.471
39.35,39.15,0.579,0.299,0.114,0.08,1.405,0.706,0.263,0.182,0.402,0.218,0.088,0.06,5.405,7.784,19.414,36.577
39.35,39.25,0.585,0.308,0.117,0.081,1.433,0.734,0.273,0.186,0.418,0.227,0.091,0.062,5.506,8.009,20.351,37.824
39.35,39.35,0.672,0.352,0.125,0.085,1.657,0.837,0.29,0.197,0.471,0.251,0.095,0.064,5.696,8.434,22.978,43.272
39.35,39.45,0.897,0.426,0.135,0.092,2.175,0.998,0.311,0.212,0.617,0.294,0.102,0.067,6.002,8.996,27.924,58.85
39.35,39.55,0.66,0.368,0.148,0.104,1.633,0.879,0.337,0.234,0.506,0.274,0.106,0.072,6.507,9.579,24.488,44.184
39.35,39.65,0.739,0.413,0.167,0.118,1.82,0.986,0.391,0.274,0.583,0.303,0.113,0.077,7.371,10.62,27.266,50.145
39.35,39.75,0.951,0.536,0.202,0.137,2.382,1.283,0.46,0.312,0.739,0.372,0.124,0.082,7.987,11.985,34.758,64.546
39.35,39.85,1.071,0.595,0.226,0.146,2.674,1.415,0.516,0.328,0.817,0.4,0.135,0.084,8.191,13.194,48.703,93.847
39.35,39.95,0.945,0.537,0.193,0.127,2.369,1.28,0.441,0.294,0.724,0.364,0.118,0.078,7.534,11.456,34.342,63.548
39.35,40.05,0.649,0.369,0.144,0.098,1.609,0.879,0.327,0.224,0.522,0.272,0.1,0.067,6.138,9.059,24.25,44.211
39.35,40.15,0.492,0.28,0.111,0.077,1.199,0.657,0.253,0.175,0.406,0.219,0.085,0.059,5.284,7.566,18.87,33.611
39.35,40.25,0.419,0.231,0.092,0.064,1.01,0.545,0.211,0.147,0.342,0.189,0.076,0.054,4.558,6.503,15.933,28.399
39.35,40.35,0.381,0.205,0.08,0.056,0.911,0.477,0.182,0.126,0.303,0.169,0.069,0.048,4.126,5.846,14.189,25.05
39.35,40.45,0.362,0.19,0.074,0.051,0.867,0.442,0.165,0.114,0.277,0.155,0.064,0.045,3.847,5.426,12.92,22.989
39.35,40.55,0.36,0.184,0.068,0.047,0.86,0.429,0.155,0.106,0.257,0.145,0.059,0.042,3.568,5.051,12.095,21.716
39.35,40.65,0.369,0.185,0.066,0.044,0.88,0.431,0.15,0.101,0.244,0.137,0.056,0.04,3.34,4.762,11.593,21.019
39.35,40.75,0.385,0.191,0.064,0.042,0.918,0.445,0.148,0.096,0.236,0.132,0.054,0.038,3.174,4.567,11.322,20.779
39.35,40.85,0.404,0.2,0.064,0.041,0.962,0.464,0.148,0.092,0.231,0.128,0.052,0.036,3.037,4.416,11.201,20.863
39.35,40.95,0.42,0.206,0.063,0.039,1.001,0.478,0.145,0.088,0.229,0.125,0.049,0.034,2.907,4.261,11.113,21.1
39.35,41.05,0.417,0.198,0.059,0.037,0.987,0.457,0.134,0.083,0.224,0.12,0.047,0.032,2.77,4.046,10.694,20.784
39.35,41.15,0.295,0.151,0.052,0.033,0.707,0.351,0.116,0.076,0.2,0.11,0.043,0.03,2.559,3.72,9.188,16.771
39.35,41.25,0.261,0.131,0.046,0.03,0.619,0.303,0.104,0.068,0.196,0.106,0.041,0.028,2.35,3.4,8.608,16.084
39.35,41.35,0.264,0.128,0.042,0.028,0.622,0.294,0.095,0.062,0.197,0.104,0.039,0.027,2.19,3.193,8.486,16.339
39.35,41.45,0.275,0.131,0.04,0.027,0.647,0.298,0.09,0.059,0.202,0.103,0.037,0.024,2.054,3.022,8.517,16.909
39.35,41.55,0.292,0.136,0.039,0.025,0.69,0.309,0.086,0.056,0.209,0.102,0.034,0.023,1.93,2.862,8.627,17.855
39.35,41.65,0.32,0.141,0.037,0.024,0.77,0.32,0.082,0.053,0.22,0.102,0.032,0.021,1.753,2.7,8.804,19.521
39.35,41.75,0.361,0.141,0.035,0.022,0.862,0.32,0.077,0.049,0.234,0.099,0.028,0.018,1.561,2.421,8.73,21.683
39.35,41.85,0.336,0.13,0.032,0.02,0.799,0.296,0.072,0.045,0.215,0.083,0.022,0.015,1.293,1.973,7.564,20.305
39.35,41.95,0.269,0.116,0.03,0.019,0.631,0.261,0.068,0.043,0.179,0.075,0.021,0.014,1.211,1.863,6.714,16.157
39.45,35.85,0.232,0.104,0.029,0.018,0.533,0.231,0.064,0.04,0.12,0.055,0.016,0.01,1,1.541,5.025,11.08
39.45,35.95,0.213,0.095,0.027,0.017,0.484,0.211,0.059,0.038,0.112,0.052,0.016,0.01,0.979,1.485,4.665,10.192
39.45,36.05,0.191,0.087,0.025,0.016,0.433,0.191,0.056,0.035,0.106,0.05,0.016,0.01,0.949,1.433,4.352,9.312
39.45,36.15,0.175,0.08,0.024,0.015,0.396,0.175,0.053,0.033,0.1,0.048,0.015,0.01,0.927,1.393,4.118,8.678
39.45,36.25,0.165,0.075,0.022,0.014,0.369,0.164,0.05,0.032,0.097,0.047,0.015,0.01,0.929,1.38,3.971,8.275
39.45,36.35,0.157,0.071,0.022,0.014,0.35,0.155,0.048,0.031,0.096,0.047,0.016,0.011,0.947,1.388,3.915,8.073
39.45,36.45,0.153,0.069,0.022,0.015,0.338,0.15,0.048,0.032,0.102,0.051,0.018,0.012,1.049,1.518,4.173,8.37
39.45,36.55,0.15,0.068,0.023,0.016,0.332,0.149,0.05,0.035,0.11,0.058,0.022,0.015,1.258,1.796,4.61,8.861
39.45,36.65,0.15,0.069,0.024,0.017,0.332,0.15,0.052,0.037,0.115,0.061,0.023,0.016,1.382,1.945,4.882,9.258
39.45,36.75,0.152,0.071,0.026,0.019,0.338,0.154,0.056,0.04,0.124,0.067,0.026,0.018,1.508,2.133,5.368,9.981
39.45,36.85,0.157,0.074,0.028,0.02,0.351,0.161,0.059,0.042,0.132,0.073,0.029,0.02,1.633,2.307,5.728,10.573
39.45,36.95,0.163,0.078,0.03,0.021,0.367,0.171,0.064,0.046,0.14,0.077,0.031,0.021,1.764,2.488,6.094,11.162
39.45,37.05,0.172,0.084,0.032,0.023,0.389,0.183,0.069,0.05,0.147,0.082,0.033,0.023,1.915,2.693,6.478,11.792
39.45,37.15,0.183,0.09,0.035,0.025,0.414,0.198,0.076,0.054,0.155,0.087,0.035,0.024,2.019,2.852,6.917,12.501
39.45,37.25,0.194,0.097,0.039,0.027,0.439,0.215,0.083,0.059,0.164,0.092,0.038,0.026,2.135,3.031,7.385,13.201
39.45,37.35,0.206,0.106,0.042,0.03,0.469,0.233,0.091,0.064,0.173,0.098,0.04,0.028,2.282,3.251,7.85,14.021
39.45,37.45,0.222,0.115,0.046,0.032,0.506,0.256,0.102,0.072,0.185,0.105,0.043,0.029,2.463,3.518,8.39,14.966
39.45,37.55,0.24,0.127,0.052,0.036,0.553,0.286,0.112,0.079,0.198,0.112,0.046,0.031,2.692,3.828,9.048,16.055
39.45,37.65,0.263,0.142,0.057,0.04,0.611,0.32,0.127,0.089,0.213,0.121,0.05,0.034,2.863,4.106,9.871,17.401
39.45,37.75,0.295,0.161,0.065,0.045,0.692,0.368,0.147,0.104,0.232,0.132,0.054,0.037,3.113,4.493,10.913,19.278
39.45,37.85,0.348,0.191,0.077,0.054,0.833,0.438,0.171,0.119,0.263,0.149,0.06,0.041,3.51,5.114,12.485,22.331
39.45,37.95,0.466,0.234,0.09,0.063,1.117,0.543,0.207,0.146,0.323,0.172,0.067,0.045,3.974,5.749,14.968,29.333
39.45,38.05,0.507,0.276,0.111,0.079,1.237,0.645,0.253,0.18,0.35,0.192,0.076,0.052,4.607,6.661,16.916,31.267
39.45,38.15,0.6,0.331,0.138,0.099,1.485,0.789,0.314,0.225,0.407,0.219,0.085,0.057,5.45,7.839,19.919,36.669
39.45,38.25,0.738,0.406,0.164,0.115,1.838,0.971,0.382,0.269,0.507,0.264,0.097,0.063,6.078,9.101,24.568,46.653
39.45,38.35,0.926,0.518,0.2,0.131,2.314,1.249,0.457,0.305,0.638,0.328,0.111,0.069,6.78,10.919,31.636,59.326
39.45,38.45,1.116,0.633,0.226,0.144,2.805,1.546,0.529,0.328,0.8,0.411,0.125,0.075,7.422,12.624,40.638,73.488
39.45,38.55,1.152,0.644,0.224,0.142,2.881,1.564,0.522,0.324,0.823,0.419,0.126,0.076,7.499,12.703,41.623,76.278
39.45,38.65,0.864,0.484,0.188,0.124,2.15,1.169,0.436,0.29,0.621,0.319,0.113,0.073,6.975,10.981,30.605,57.523
39.45,38.75,0.736,0.397,0.155,0.106,1.797,0.945,0.36,0.243,0.521,0.269,0.103,0.067,6.209,9.415,24.963,48.154
39.45,38.85,0.642,0.339,0.134,0.092,1.568,0.812,0.31,0.214,0.449,0.238,0.094,0.063,5.748,8.452,21.696,41.189
39.45,38.95,0.583,0.307,0.121,0.085,1.419,0.731,0.286,0.198,0.41,0.223,0.09,0.062,5.535,8.014,19.976,37.04
39.45,39.05,0.585,0.305,0.118,0.082,1.426,0.726,0.277,0.19,0.41,0.222,0.09,0.061,5.483,7.933,19.859,37.167
39.45,39.15,0.623,0.321,0.12,0.083,1.524,0.765,0.282,0.192,0.428,0.229,0.091,0.062,5.547,8.077,20.702,39.503
39.45,39.25,0.61,0.321,0.123,0.085,1.498,0.767,0.287,0.196,0.433,0.234,0.094,0.063,5.656,8.266,21.069,39.49
39.45,39.35,0.627,0.338,0.129,0.089,1.551,0.811,0.3,0.206,0.456,0.249,0.098,0.066,5.863,8.676,22.388,41.138
39.45,39.45,0.819,0.411,0.145,0.098,1.99,0.972,0.33,0.223,0.574,0.291,0.106,0.07,6.263,9.458,27.099,53.612
39.45,39.55,0.748,0.415,0.163,0.113,1.842,0.993,0.379,0.259,0.563,0.3,0.112,0.076,7.029,10.496,27.406,49.578
39.45,39.65,0.812,0.459,0.188,0.131,2.015,1.112,0.434,0.302,0.635,0.331,0.121,0.081,7.825,11.51,30.193,55.249
39.45,39.75,1.074,0.59,0.213,0.145,2.666,1.415,0.488,0.327,0.814,0.406,0.13,0.085,8.254,12.645,38.734,72.592
39.45,39.85,1.111,0.608,0.211,0.14,2.764,1.459,0.481,0.318,0.834,0.412,0.128,0.083,8.033,12.401,39.861,74.939
39.45,39.95,0.789,0.441,0.168,0.116,1.95,1.057,0.392,0.266,0.615,0.312,0.11,0.075,7.051,10.457,28.709,53.331
39.45,40.05,0.576,0.324,0.129,0.09,1.409,0.775,0.298,0.208,0.461,0.245,0.094,0.064,5.814,8.408,21.583,39.02
39.45,40.15,0.464,0.26,0.105,0.074,1.128,0.612,0.237,0.165,0.379,0.208,0.082,0.057,5.048,7.252,17.672,31.435
39.45,40.25,0.408,0.223,0.088,0.061,0.98,0.523,0.204,0.141,0.328,0.183,0.075,0.053,4.44,6.322,15.397,27.261
39.45,40.35,0.374,0.2,0.078,0.055,0.896,0.465,0.177,0.122,0.295,0.165,0.068,0.048,4.065,5.752,13.828,24.402
39.45,40.45,0.357,0.186,0.072,0.05,0.855,0.434,0.162,0.111,0.271,0.153,0.063,0.044,3.809,5.366,12.679,22.537
39.45,40.55,0.355,0.18,0.067,0.046,0.848,0.422,0.153,0.105,0.253,0.144,0.059,0.041,3.532,4.998,11.921,21.357
39.45,40.65,0.364,0.182,0.064,0.043,0.87,0.426,0.148,0.099,0.241,0.136,0.056,0.039,3.307,4.712,11.447,20.728
39.45,40.75,0.382,0.189,0.063,0.042,0.91,0.441,0.147,0.094,0.233,0.13,0.054,0.038,3.147,4.527,11.206,20.555
39.45,40.85,0.401,0.198,0.063,0.04,0.956,0.46,0.146,0.091,0.229,0.127,0.052,0.036,3.017,4.386,11.11,20.694
39.45,40.95,0.417,0.205,0.062,0.039,0.995,0.474,0.144,0.087,0.227,0.124,0.049,0.034,2.886,4.228,11.028,20.954
39.45,41.05,0.414,0.196,0.058,0.037,0.98,0.453,0.133,0.082,0.222,0.119,0.046,0.032,2.749,4.015,10.614,20.645
39.45,41.15,0.294,0.151,0.051,0.033,0.704,0.349,0.115,0.075,0.2,0.109,0.043,0.03,2.532,3.681,9.136,16.727
39.45,41.25,0.262,0.131,0.045,0.03,0.62,0.302,0.103,0.067,0.196,0.105,0.041,0.028,2.328,3.37,8.588,16.141
39.45,41.35,0.269,0.128,0.042,0.028,0.633,0.295,0.094,0.062,0.199,0.104,0.039,0.026,2.177,3.174,8.514,16.583
39.45,41.45,0.284,0.132,0.04,0.027,0.668,0.301,0.089,0.058,0.205,0.103,0.036,0.024,2.04,3,8.578,17.379
39.45,41.55,0.297,0.135,0.038,0.025,0.703,0.308,0.085,0.055,0.211,0.101,0.033,0.022,1.906,2.829,8.621,18.231
39.45,41.65,0.301,0.135,0.037,0.023,0.716,0.308,0.081,0.053,0.211,0.099,0.031,0.02,1.727,2.652,8.523,18.53
39.45,41.75,0.298,0.13,0.033,0.021,0.706,0.296,0.075,0.047,0.199,0.084,0.024,0.016,1.413,2.112,7.599,17.845
39.45,41.85,0.275,0.12,0.032,0.02,0.647,0.273,0.072,0.045,0.185,0.079,0.022,0.015,1.31,1.984,7.048,16.541
39.45,41.95,0.243,0.111,0.031,0.02,0.571,0.249,0.069,0.044,0.166,0.073,0.021,0.014,1.248,1.906,6.458,14.701
39.55,35.85,0.238,0.107,0.029,0.018,0.549,0.238,0.065,0.04,0.122,0.055,0.016,0.01,0.996,1.539,5.124,11.381
39.55,35.95,0.221,0.099,0.028,0.017,0.506,0.219,0.061,0.038,0.115,0.053,0.016,0.01,0.978,1.488,4.771,10.544
39.55,36.05,0.203,0.091,0.026,0.016,0.46,0.201,0.057,0.036,0.108,0.05,0.016,0.01,0.951,1.44,4.457,9.703
39.55,36.15,0.186,0.084,0.024,0.015,0.42,0.184,0.054,0.034,0.102,0.048,0.015,0.01,0.929,1.399,4.201,8.987
39.55,36.25,0.17,0.078,0.023,0.015,0.381,0.169,0.051,0.033,0.098,0.047,0.015,0.01,0.931,1.384,4.01,8.402
39.55,36.35,0.161,0.073,0.022,0.014,0.359,0.16,0.049,0.032,0.096,0.047,0.016,0.01,0.942,1.383,3.912,8.103
39.55,36.45,0.155,0.07,0.022,0.014,0.344,0.153,0.047,0.031,0.097,0.048,0.016,0.011,0.99,1.424,3.953,8.074
39.55,36.55,0.151,0.069,0.023,0.016,0.336,0.15,0.05,0.034,0.108,0.056,0.021,0.014,1.196,1.716,4.485,8.714
39.55,36.65,0.15,0.069,0.024,0.017,0.333,0.15,0.052,0.036,0.113,0.06,0.023,0.016,1.349,1.903,4.776,9.096
39.55,36.75,0.151,0.07,0.026,0.018,0.335,0.153,0.055,0.039,0.121,0.065,0.026,0.018,1.473,2.078,5.211,9.711
39.55,36.85,0.153,0.073,0.027,0.02,0.342,0.158,0.058,0.041,0.129,0.071,0.028,0.019,1.591,2.245,5.574,10.302
39.55,36.95,0.158,0.076,0.029,0.021,0.354,0.166,0.062,0.044,0.136,0.075,0.03,0.021,1.716,2.418,5.922,10.844
39.55,37.05,0.165,0.081,0.031,0.022,0.371,0.176,0.068,0.049,0.144,0.08,0.032,0.022,1.878,2.637,6.319,11.456
39.55,37.15,0.174,0.086,0.034,0.024,0.393,0.19,0.074,0.053,0.152,0.085,0.035,0.024,1.993,2.807,6.733,12.118
39.55,37.25,0.185,0.093,0.038,0.027,0.418,0.206,0.08,0.057,0.161,0.09,0.037,0.026,2.108,2.983,7.2,12.84
39.55,37.35,0.198,0.101,0.041,0.029,0.448,0.224,0.088,0.062,0.17,0.097,0.04,0.028,2.249,3.194,7.691,13.667
39.55,37.45,0.213,0.111,0.044,0.031,0.486,0.246,0.098,0.069,0.181,0.104,0.042,0.029,2.421,3.45,8.23,14.642
39.55,37.55,0.231,0.122,0.05,0.035,0.534,0.275,0.109,0.077,0.194,0.111,0.045,0.031,2.64,3.775,8.889,15.726
39.55,37.65,0.253,0.137,0.056,0.039,0.59,0.308,0.122,0.085,0.209,0.119,0.049,0.033,2.821,4.04,9.688,17.03
39.55,37.75,0.287,0.156,0.063,0.043,0.675,0.355,0.141,0.098,0.229,0.13,0.054,0.037,3.055,4.407,10.759,18.95
39.55,37.85,0.352,0.187,0.074,0.051,0.846,0.428,0.162,0.113,0.263,0.148,0.059,0.04,3.41,4.97,12.446,22.708
39.55,37.95,0.449,0.225,0.085,0.059,1.086,0.519,0.193,0.135,0.315,0.168,0.065,0.044,3.859,5.575,14.661,28.709
39.55,38.05,0.44,0.246,0.103,0.073,1.076,0.578,0.231,0.165,0.322,0.18,0.074,0.05,4.369,6.294,15.596,27.937
39.55,38.15,0.52,0.295,0.125,0.09,1.28,0.696,0.29,0.209,0.369,0.205,0.081,0.056,5.189,7.426,17.954,32.32
39.55,38.25,0.667,0.37,0.154,0.109,1.66,0.883,0.352,0.251,0.461,0.244,0.092,0.062,5.861,8.575,22.411,42.072
39.55,38.35,0.887,0.483,0.186,0.126,2.202,1.162,0.43,0.294,0.599,0.306,0.107,0.068,6.562,10.366,29.327,55.969
39.55,38.45,1.023,0.586,0.218,0.141,2.572,1.421,0.505,0.323,0.722,0.375,0.121,0.074,7.31,12.098,36.569,66.465
39.55,38.55,1.099,0.622,0.236,0.146,2.747,1.494,0.551,0.333,0.789,0.401,0.132,0.077,7.63,13.356,48.107,89.174
39.55,38.65,0.935,0.536,0.206,0.134,2.343,1.29,0.474,0.309,0.669,0.347,0.119,0.075,7.406,11.758,33.597,61.755
39.55,38.75,0.798,0.433,0.17,0.116,1.951,1.041,0.401,0.27,0.564,0.289,0.108,0.071,6.725,10.31,27.199,52.349
39.55,38.85,0.68,0.363,0.145,0.1,1.661,0.867,0.332,0.228,0.479,0.252,0.099,0.066,6.025,8.924,23.061,44.036
39.55,38.95,0.619,0.328,0.13,0.089,1.517,0.787,0.302,0.209,0.436,0.235,0.094,0.064,5.722,8.377,21.213,39.72
39.55,39.05,0.658,0.341,0.127,0.087,1.602,0.812,0.297,0.203,0.445,0.237,0.094,0.063,5.663,8.331,21.576,41.251
39.55,39.15,0.672,0.347,0.127,0.087,1.645,0.828,0.297,0.203,0.457,0.242,0.095,0.064,5.695,8.413,22.138,42.486
39.55,39.25,0.664,0.342,0.129,0.088,1.622,0.818,0.3,0.205,0.462,0.246,0.097,0.065,5.808,8.574,22.334,42.657
39.55,39.35,0.632,0.344,0.136,0.093,1.559,0.826,0.313,0.214,0.463,0.254,0.102,0.068,6.052,9.004,22.78,41.523
39.55,39.45,0.744,0.404,0.153,0.104,1.827,0.964,0.353,0.237,0.54,0.291,0.11,0.073,6.566,10.056,26.626,48.684
39.55,39.55,0.832,0.464,0.182,0.123,2.068,1.126,0.424,0.288,0.623,0.331,0.121,0.079,7.538,11.399,30.573,55.765
39.55,39.65,0.906,0.527,0.213,0.146,2.285,1.275,0.49,0.331,0.71,0.374,0.132,0.085,8.331,12.775,34.446,61.742
39.55,39.75,1.136,0.617,0.221,0.149,2.817,1.485,0.511,0.339,0.869,0.427,0.136,0.086,8.467,13.205,40.836,78.299
39.55,39.85,0.914,0.512,0.196,0.133,2.282,1.228,0.448,0.306,0.706,0.356,0.122,0.081,7.836,11.709,33.209,61.897
39.55,39.95,0.679,0.381,0.153,0.107,1.675,0.906,0.349,0.243,0.543,0.281,0.105,0.072,6.58,9.608,25.003,46.225
39.55,40.05,0.531,0.298,0.12,0.084,1.289,0.702,0.278,0.194,0.424,0.229,0.09,0.062,5.595,8.009,19.96,35.535
39.55,40.15,0.445,0.246,0.1,0.07,1.08,0.582,0.226,0.158,0.357,0.198,0.08,0.056,4.872,6.958,16.775,29.75
39.55,40.25,0.401,0.216,0.085,0.06,0.96,0.506,0.196,0.136,0.316,0.177,0.074,0.052,4.346,6.176,14.925,26.257
