LON,LAT,PGA-DD1,PGA-DD2,PGA-DD3,PGA-DD4,Ss-DD1,Ss-DD2,Ss-DD3,Ss-DD4,S1-DD1,S1-DD2,S1-DD3,S1-DD4,PGV-DD4,PGV-DD3,PGV-DD2,PGV-DD1
28.75,35.75,0.728,0.428,0.2,0.152,1.682,0.956,0.43,0.326,0.478,0.265,0.112,0.083,5.14,6.638,14.967,27.125
28.75,35.85,0.724,0.424,0.199,0.152,1.675,0.949,0.43,0.327,0.475,0.264,0.113,0.084,5.401,7.075,15.852,28.537
28.75,35.95,0.756,0.435,0.203,0.154,1.746,0.978,0.439,0.334,0.496,0.273,0.115,0.086,5.69,7.639,17.209,30.61
28.75,36.05,0.815,0.461,0.21,0.159,1.893,1.048,0.46,0.349,0.537,0.289,0.12,0.089,6.13,8.357,19.638,35.121
28.75,36.15,0.85,0.486,0.22,0.165,2.029,1.13,0.489,0.368,0.565,0.303,0.124,0.091,6.715,9.385,23.153,43.348
28.75,36.25,0.939,0.542,0.234,0.172,2.27,1.265,0.531,0.388,0.605,0.323,0.13,0.094,7.319,10.588,27.858,52.391
28.75,36.35,0.99,0.582,0.249,0.179,2.431,1.38,0.571,0.406,0.637,0.344,0.135,0.097,7.792,11.594,31.466,57.487
28.75,36.45,1.136,0.652,0.259,0.182,2.808,1.561,0.591,0.411,0.726,0.386,0.14,0.098,8.036,12.393,37.263,67.492
28.75,36.55,1.13,0.644,0.252,0.177,2.79,1.542,0.579,0.403,0.725,0.382,0.137,0.095,7.949,12.2,37.05,67.542
28.75,36.65,1.007,0.573,0.232,0.167,2.474,1.353,0.534,0.382,0.656,0.337,0.126,0.09,7.608,11.18,31.921,60.607
28.75,36.75,0.888,0.499,0.212,0.156,2.167,1.177,0.478,0.351,0.569,0.294,0.116,0.085,7.007,9.979,26.625,50.978
28.75,36.85,0.81,0.443,0.188,0.143,1.936,1.035,0.427,0.318,0.499,0.26,0.107,0.08,6.183,8.577,22.054,42.592
28.75,36.95,0.695,0.38,0.164,0.124,1.664,0.883,0.374,0.287,0.44,0.233,0.099,0.075,5.426,7.315,17.125,31.595
28.75,37.05,0.688,0.368,0.153,0.115,1.635,0.849,0.344,0.26,0.422,0.222,0.094,0.072,4.942,6.542,15.149,27.461
28.75,37.15,0.614,0.328,0.142,0.108,1.456,0.762,0.318,0.241,0.386,0.206,0.088,0.067,4.882,6.429,14.689,26.143
28.75,37.25,0.621,0.333,0.14,0.106,1.471,0.772,0.315,0.236,0.364,0.197,0.085,0.065,5.165,6.783,15.86,29.184
28.75,37.35,0.593,0.322,0.136,0.104,1.405,0.748,0.308,0.23,0.346,0.19,0.083,0.063,5.3,6.908,15.931,29.106
28.75,37.45,0.577,0.314,0.134,0.103,1.373,0.734,0.307,0.23,0.341,0.187,0.083,0.063,5.414,7.075,16.063,29.308
28.75,37.55,0.61,0.33,0.141,0.106,1.485,0.784,0.322,0.241,0.369,0.197,0.085,0.065,5.687,7.541,17.52,33.15
28.75,37.65,0.702,0.375,0.155,0.116,1.727,0.897,0.362,0.272,0.426,0.218,0.09,0.069,6.219,8.286,20.474,40.383
28.75,37.75,0.776,0.421,0.174,0.13,1.931,1.024,0.414,0.305,0.474,0.242,0.099,0.074,7.023,9.388,23.392,45.312
28.75,37.85,0.875,0.485,0.199,0.146,2.238,1.199,0.465,0.335,0.545,0.282,0.108,0.079,7.737,10.757,28.118,52.145
28.75,37.95,1.049,0.571,0.209,0.149,2.642,1.386,0.491,0.345,0.666,0.334,0.114,0.081,7.994,11.465,33.823,63.071
28.75,38.05,0.841,0.467,0.192,0.14,2.141,1.155,0.452,0.326,0.546,0.282,0.108,0.078,7.752,10.813,28.112,51.756
28.75,38.15,0.803,0.439,0.175,0.127,2.035,1.086,0.419,0.301,0.536,0.269,0.102,0.075,7.325,10.136,26.758,50.701
28.75,38.25,0.938,0.49,0.17,0.119,2.369,1.193,0.404,0.284,0.632,0.299,0.099,0.071,6.845,9.758,30.518,60.384
28.75,38.35,0.829,0.434,0.156,0.11,2.103,1.065,0.367,0.257,0.555,0.262,0.092,0.066,6.351,8.93,26.556,53.543
28.75,38.45,0.64,0.346,0.137,0.1,1.614,0.844,0.321,0.231,0.408,0.209,0.083,0.062,5.873,7.969,20.401,39.204
28.75,38.55,0.525,0.289,0.12,0.089,1.301,0.696,0.286,0.211,0.322,0.175,0.077,0.058,5.489,7.195,16.433,30.299
28.75,38.65,0.474,0.263,0.112,0.084,1.166,0.631,0.264,0.2,0.286,0.162,0.074,0.056,5.294,6.732,14.929,26.573
28.75,38.75,0.485,0.263,0.112,0.084,1.18,0.628,0.263,0.2,0.287,0.16,0.074,0.056,5.273,6.682,14.826,27.007
28.75,38.85,0.492,0.274,0.117,0.088,1.204,0.654,0.278,0.208,0.295,0.165,0.075,0.057,5.387,6.933,15.419,27.814
28.75,38.95,0.561,0.311,0.131,0.098,1.376,0.747,0.308,0.227,0.341,0.184,0.079,0.06,5.68,7.552,17.491,32.722
28.75,39.05,0.745,0.412,0.16,0.114,1.833,0.978,0.371,0.266,0.446,0.227,0.088,0.065,6.295,8.647,22.944,43.751
28.75,39.15,1.021,0.53,0.176,0.122,2.485,1.242,0.409,0.286,0.64,0.293,0.095,0.068,6.634,9.401,30.851,62.895
28.75,39.25,0.739,0.407,0.162,0.117,1.833,0.975,0.381,0.275,0.445,0.227,0.09,0.066,6.456,8.819,22.751,43.486
28.75,39.35,0.675,0.362,0.149,0.109,1.669,0.87,0.344,0.251,0.399,0.205,0.086,0.064,6.136,8.209,20.085,39.082
28.75,39.45,0.652,0.339,0.135,0.099,1.603,0.812,0.314,0.229,0.394,0.198,0.083,0.062,5.834,7.787,19.115,38.698
28.75,39.55,0.617,0.32,0.126,0.092,1.511,0.763,0.296,0.215,0.377,0.191,0.081,0.061,5.671,7.555,18.281,36.901
28.75,39.65,0.588,0.307,0.122,0.089,1.43,0.729,0.287,0.21,0.361,0.188,0.081,0.061,5.621,7.489,17.728,35.09
28.75,39.75,0.578,0.307,0.123,0.09,1.41,0.731,0.29,0.21,0.361,0.191,0.082,0.061,5.69,7.635,17.959,34.779
28.75,39.85,0.606,0.332,0.131,0.093,1.502,0.799,0.305,0.216,0.385,0.207,0.086,0.063,5.882,8.071,19.761,36.789
28.75,39.95,0.776,0.412,0.144,0.098,1.908,0.981,0.329,0.224,0.49,0.248,0.092,0.065,6.096,8.728,24.719,47.78
28.75,40.05,0.737,0.415,0.149,0.101,1.843,0.996,0.343,0.231,0.469,0.252,0.095,0.066,6.244,9.095,24.905,44.904
28.75,40.15,0.995,0.493,0.15,0.103,2.411,1.16,0.347,0.234,0.633,0.292,0.098,0.067,6.305,9.196,30.165,63.179
28.75,40.25,0.767,0.415,0.152,0.105,1.882,0.986,0.349,0.24,0.48,0.25,0.097,0.068,6.413,9.174,24.671,46.628
28.75,40.35,0.729,0.383,0.149,0.106,1.772,0.908,0.344,0.242,0.467,0.241,0.097,0.069,6.489,9.079,23.096,45.301
28.75,40.45,0.661,0.357,0.15,0.108,1.615,0.853,0.345,0.248,0.437,0.236,0.1,0.071,6.656,9.212,22.142,41.315
28.75,40.55,0.648,0.362,0.159,0.114,1.597,0.874,0.372,0.268,0.456,0.25,0.106,0.075,7.157,9.948,23.177,42.39
28.75,40.65,0.757,0.435,0.191,0.134,1.889,1.07,0.444,0.31,0.547,0.298,0.119,0.08,7.969,11.546,28.232,50.774
28.75,40.75,1,0.594,0.237,0.153,2.561,1.472,0.564,0.354,0.715,0.393,0.142,0.086,8.794,14.55,38.232,66.824
28.75,40.85,1.139,0.669,0.281,0.158,2.882,1.636,0.645,0.364,0.8,0.437,0.159,0.087,8.918,16.762,54.02,92.77
28.75,40.95,0.964,0.577,0.22,0.136,2.457,1.41,0.515,0.313,0.683,0.378,0.13,0.078,7.884,13.35,36.56,62.931
28.75,41.05,0.633,0.375,0.152,0.098,1.584,0.907,0.354,0.225,0.443,0.254,0.102,0.064,6.118,9.615,23.402,40.277
28.75,41.15,0.513,0.291,0.114,0.074,1.254,0.695,0.268,0.169,0.348,0.203,0.083,0.055,5.089,7.671,18.058,31.107
28.75,41.25,0.449,0.244,0.094,0.061,1.093,0.583,0.218,0.14,0.304,0.175,0.074,0.049,4.371,6.482,15.427,26.823
28.75,41.35,0.421,0.22,0.081,0.053,1.021,0.521,0.186,0.119,0.286,0.161,0.066,0.045,3.963,5.787,14.079,25.06
28.75,41.45,0.469,0.217,0.072,0.047,1.149,0.513,0.162,0.107,0.301,0.157,0.061,0.041,3.66,5.345,13.845,27.632
28.75,41.55,0.643,0.235,0.063,0.042,1.569,0.55,0.146,0.096,0.382,0.161,0.057,0.039,3.339,4.872,14.677,37.751
28.75,41.65,0.681,0.226,0.057,0.039,1.636,0.525,0.128,0.086,0.415,0.156,0.054,0.037,3.099,4.482,14.218,42.036
28.75,41.75,0.448,0.177,0.051,0.036,1.09,0.412,0.114,0.079,0.289,0.134,0.05,0.034,2.911,4.157,11.764,27.666
28.75,41.85,0.312,0.141,0.046,0.032,0.748,0.323,0.103,0.073,0.221,0.117,0.046,0.032,2.752,3.872,9.897,19.408
28.75,41.95,0.251,0.117,0.041,0.03,0.594,0.267,0.092,0.065,0.192,0.106,0.043,0.03,2.56,3.57,8.702,16.108
28.75,42.05,0.21,0.101,0.038,0.028,0.493,0.229,0.083,0.06,0.175,0.098,0.04,0.028,2.361,3.28,7.906,14.318
28.75,42.15,0.192,0.092,0.035,0.026,0.452,0.21,0.077,0.056,0.165,0.092,0.038,0.027,2.214,3.073,7.421,13.425
28.75,42.25,0.202,0.091,0.033,0.024,0.475,0.208,0.073,0.053,0.162,0.088,0.035,0.025,2.1,2.913,7.129,13.397
28.75,42.35,0.235,0.096,0.031,0.022,0.556,0.22,0.069,0.049,0.163,0.084,0.033,0.023,1.993,2.765,6.998,14.184
28.75,42.45,0.255,0.1,0.03,0.021,0.603,0.228,0.066,0.046,0.163,0.08,0.03,0.021,1.839,2.555,6.78,14.723
28.75,42.55,0.255,0.099,0.028,0.02,0.606,0.227,0.063,0.043,0.158,0.074,0.027,0.019,1.631,2.301,6.432,14.608
28.75,42.65,0.248,0.096,0.027,0.019,0.589,0.221,0.06,0.041,0.154,0.07,0.024,0.016,1.478,2.116,6.163,14.251
28.85,35.45,0.879,0.498,0.211,0.155,2.029,1.113,0.443,0.325,0.592,0.309,0.116,0.083,4.403,5.797,13.113,23.444
28.85,35.55,0.807,0.466,0.208,0.155,1.861,1.05,0.441,0.327,0.537,0.289,0.114,0.083,4.596,6.02,13.582,24.438
28.85,35.65,0.757,0.442,0.204,0.153,1.745,0.992,0.435,0.326,0.497,0.273,0.112,0.083,4.819,6.275,14.175,25.697
28.85,35.75,0.728,0.428,0.199,0.152,1.683,0.957,0.429,0.325,0.478,0.265,0.112,0.083,5.079,6.585,14.914,27.036
28.85,35.85,0.729,0.427,0.199,0.152,1.69,0.958,0.431,0.327,0.478,0.265,0.113,0.084,5.366,7.049,16.036,28.929
28.85,35.95,0.774,0.444,0.204,0.154,1.795,1.003,0.441,0.333,0.508,0.277,0.115,0.086,5.636,7.616,17.782,31.945
28.85,36.05,0.799,0.453,0.206,0.155,1.856,1.029,0.446,0.336,0.525,0.285,0.118,0.087,5.927,8.101,19.271,34.378
28.85,36.15,0.779,0.444,0.204,0.154,1.824,1.016,0.447,0.337,0.514,0.282,0.118,0.087,6.219,8.541,20.389,36.837
28.85,36.25,0.81,0.46,0.209,0.157,1.933,1.075,0.463,0.346,0.537,0.289,0.119,0.088,6.6,9.225,22.876,43.291
28.85,36.35,0.915,0.523,0.225,0.165,2.216,1.225,0.508,0.371,0.585,0.31,0.124,0.091,7.262,10.451,27.405,51.901
28.85,36.45,0.959,0.561,0.236,0.171,2.357,1.321,0.543,0.389,0.615,0.328,0.128,0.092,7.643,11.2,30.44,56.076
28.85,36.55,1.039,0.589,0.236,0.169,2.544,1.393,0.542,0.384,0.667,0.347,0.128,0.091,7.674,11.371,33.085,62.036
28.85,36.65,0.93,0.534,0.223,0.162,2.285,1.26,0.509,0.368,0.603,0.315,0.121,0.088,7.502,10.818,29.572,55.33
28.85,36.75,0.868,0.486,0.208,0.154,2.113,1.147,0.469,0.345,0.556,0.287,0.114,0.083,7.069,9.964,26.134,50.091
28.85,36.85,0.83,0.455,0.192,0.145,1.997,1.067,0.435,0.321,0.517,0.265,0.107,0.08,6.498,9.018,23.531,46.069
28.85,36.95,0.722,0.395,0.168,0.127,1.735,0.918,0.386,0.292,0.456,0.239,0.1,0.076,5.807,7.924,19.672,37.563
28.85,37.05,0.665,0.36,0.153,0.116,1.592,0.837,0.346,0.262,0.417,0.221,0.093,0.071,5.305,7.023,16.586,30.739
28.85,37.15,0.612,0.328,0.143,0.108,1.454,0.765,0.32,0.242,0.385,0.206,0.088,0.067,5.115,6.708,15.489,28.255
28.85,37.25,0.623,0.334,0.14,0.106,1.476,0.775,0.316,0.236,0.367,0.198,0.085,0.065,5.287,6.932,16.288,30.341
28.85,37.35,0.589,0.321,0.136,0.104,1.394,0.746,0.309,0.231,0.344,0.189,0.083,0.063,5.335,6.973,16.047,29.273
28.85,37.45,0.576,0.314,0.134,0.103,1.368,0.734,0.308,0.231,0.339,0.186,0.082,0.063,5.429,7.102,16.094,29.384
28.85,37.55,0.611,0.33,0.141,0.107,1.485,0.785,0.324,0.243,0.368,0.196,0.085,0.064,5.691,7.542,17.492,33.176
28.85,37.65,0.696,0.373,0.156,0.116,1.71,0.892,0.362,0.273,0.419,0.215,0.09,0.068,6.206,8.258,20.202,39.713
28.85,37.75,0.78,0.423,0.175,0.13,1.942,1.029,0.415,0.306,0.473,0.241,0.098,0.074,7.006,9.377,23.514,45.422
28.85,37.85,0.872,0.482,0.197,0.145,2.219,1.186,0.461,0.334,0.548,0.281,0.107,0.078,7.692,10.667,28.16,52.686
28.85,37.95,0.925,0.513,0.204,0.147,2.356,1.261,0.477,0.341,0.591,0.303,0.111,0.08,7.903,11.171,30.492,56.79
28.85,38.05,0.852,0.472,0.191,0.138,2.174,1.166,0.45,0.323,0.557,0.286,0.107,0.077,7.681,10.778,28.555,52.937
28.85,38.15,0.848,0.457,0.176,0.126,2.144,1.124,0.418,0.299,0.571,0.281,0.102,0.074,7.206,10.089,28.239,54.789
28.85,38.25,0.825,0.438,0.163,0.116,2.092,1.074,0.386,0.274,0.535,0.261,0.095,0.069,6.624,9.275,26.396,51.442
28.85,38.35,0.677,0.365,0.145,0.105,1.707,0.891,0.338,0.243,0.435,0.219,0.086,0.063,6.054,8.257,21.571,41.83
28.85,38.45,0.557,0.304,0.125,0.093,1.381,0.738,0.297,0.218,0.343,0.183,0.079,0.059,5.596,7.44,17.38,32.391
28.85,38.55,0.481,0.268,0.114,0.085,1.188,0.644,0.269,0.204,0.293,0.164,0.074,0.057,5.32,6.807,15.181,27.189
28.85,38.65,0.462,0.256,0.11,0.083,1.133,0.614,0.258,0.196,0.275,0.157,0.072,0.056,5.171,6.571,14.467,25.437
28.85,38.75,0.478,0.262,0.112,0.084,1.167,0.627,0.263,0.199,0.281,0.159,0.073,0.056,5.222,6.637,14.727,26.402
28.85,38.85,0.509,0.279,0.118,0.088,1.242,0.666,0.28,0.208,0.305,0.168,0.075,0.057,5.378,6.956,15.705,29.035
28.85,38.95,0.569,0.315,0.132,0.097,1.403,0.761,0.309,0.226,0.352,0.188,0.08,0.06,5.675,7.605,17.996,33.687
28.85,39.05,0.787,0.43,0.162,0.114,1.938,1.026,0.378,0.267,0.474,0.238,0.089,0.065,6.324,8.795,24.252,46.505
28.85,39.15,0.953,0.501,0.172,0.119,2.346,1.188,0.403,0.282,0.588,0.279,0.094,0.067,6.56,9.29,29.216,58.138
28.85,39.25,0.732,0.401,0.159,0.114,1.823,0.96,0.372,0.268,0.44,0.224,0.089,0.066,6.371,8.695,22.384,43.043
28.85,39.35,0.676,0.359,0.147,0.107,1.675,0.864,0.339,0.247,0.402,0.204,0.085,0.064,6.062,8.114,19.97,39.365
28.85,39.45,0.653,0.339,0.134,0.098,1.608,0.811,0.312,0.227,0.396,0.197,0.082,0.062,5.797,7.737,19.064,38.839
28.85,39.55,0.614,0.318,0.125,0.091,1.503,0.758,0.293,0.214,0.375,0.19,0.081,0.061,5.639,7.51,18.161,36.701
28.85,39.65,0.584,0.305,0.121,0.089,1.42,0.725,0.286,0.209,0.359,0.187,0.081,0.06,5.602,7.467,17.645,34.853
28.85,39.75,0.581,0.311,0.124,0.09,1.423,0.741,0.29,0.21,0.363,0.193,0.082,0.061,5.692,7.668,18.18,34.925
28.85,39.85,0.643,0.352,0.133,0.094,1.598,0.841,0.308,0.217,0.402,0.214,0.087,0.063,5.888,8.147,20.817,38.768
28.85,39.95,0.851,0.436,0.142,0.097,2.088,1.035,0.326,0.223,0.529,0.258,0.092,0.065,6.051,8.67,26.273,52.23
28.85,40.05,0.699,0.39,0.145,0.099,1.742,0.932,0.331,0.227,0.445,0.24,0.093,0.066,6.172,8.844,23.413,42.755
28.85,40.15,0.851,0.434,0.147,0.102,2.09,1.032,0.338,0.232,0.539,0.263,0.096,0.067,6.26,8.995,26.519,53.647
28.85,40.25,0.771,0.414,0.151,0.105,1.889,0.983,0.349,0.24,0.484,0.251,0.097,0.068,6.415,9.166,24.708,47.077
28.85,40.35,0.701,0.379,0.151,0.107,1.717,0.9,0.348,0.245,0.453,0.24,0.098,0.069,6.536,9.175,22.901,43.477
28.85,40.45,0.663,0.361,0.152,0.109,1.623,0.865,0.352,0.251,0.442,0.24,0.101,0.072,6.739,9.386,22.49,41.71
28.85,40.55,0.655,0.371,0.162,0.116,1.622,0.899,0.384,0.274,0.464,0.256,0.108,0.075,7.28,10.264,23.791,42.989
28.85,40.65,0.8,0.465,0.203,0.139,2.021,1.147,0.465,0.318,0.572,0.313,0.123,0.081,8.118,12.051,29.962,53.276
28.85,40.75,1.114,0.656,0.252,0.157,2.857,1.623,0.592,0.362,0.758,0.42,0.148,0.087,8.933,15.214,41.451,71.434
28.85,40.85,1.147,0.676,0.281,0.158,2.916,1.653,0.645,0.365,0.793,0.437,0.158,0.086,8.908,16.737,52.412,89.438
28.85,40.95,0.926,0.557,0.216,0.135,2.362,1.355,0.504,0.31,0.66,0.366,0.128,0.077,7.825,13.046,35.171,60.722
28.85,41.05,0.622,0.367,0.15,0.097,1.554,0.889,0.348,0.223,0.436,0.25,0.1,0.063,6.056,9.459,22.987,39.533
28.85,41.15,0.505,0.287,0.113,0.074,1.235,0.684,0.265,0.167,0.344,0.201,0.082,0.055,5.03,7.606,17.836,30.686
28.85,41.25,0.443,0.241,0.093,0.06,1.078,0.576,0.216,0.138,0.301,0.174,0.074,0.049,4.33,6.422,15.299,26.518
28.85,41.35,0.422,0.219,0.08,0.053,1.025,0.518,0.183,0.118,0.286,0.161,0.066,0.044,3.933,5.749,14.049,25.134
28.85,41.45,0.502,0.222,0.071,0.047,1.227,0.523,0.161,0.106,0.314,0.159,0.061,0.041,3.619,5.315,14.097,29.386
28.85,41.55,0.686,0.24,0.063,0.042,1.66,0.559,0.143,0.094,0.406,0.163,0.057,0.039,3.305,4.832,14.968,40.626
28.85,41.65,0.626,0.214,0.056,0.039,1.515,0.499,0.126,0.085,0.391,0.152,0.053,0.036,3.062,4.432,13.698,39.561
28.85,41.75,0.394,0.164,0.05,0.035,0.945,0.382,0.112,0.077,0.261,0.129,0.049,0.034,2.873,4.1,11.182,24.115
28.85,41.85,0.288,0.131,0.045,0.032,0.683,0.302,0.1,0.07,0.211,0.114,0.045,0.031,2.714,3.814,9.517,18.116
28.85,41.95,0.23,0.109,0.04,0.029,0.545,0.249,0.089,0.063,0.186,0.104,0.042,0.029,2.498,3.491,8.429,15.366
28.85,42.05,0.194,0.094,0.037,0.027,0.454,0.215,0.08,0.058,0.17,0.096,0.039,0.028,2.305,3.208,7.687,13.738
28.85,42.15,0.181,0.087,0.034,0.025,0.425,0.198,0.075,0.054,0.162,0.09,0.037,0.026,2.165,3.009,7.223,12.998
28.85,42.25,0.189,0.086,0.032,0.023,0.445,0.196,0.07,0.051,0.157,0.086,0.034,0.024,2.051,2.847,6.902,12.87
28.85,42.35,0.225,0.091,0.03,0.022,0.529,0.208,0.066,0.047,0.159,0.083,0.032,0.022,1.959,2.721,6.822,13.668
28.85,42.45,0.246,0.095,0.029,0.02,0.582,0.216,0.063,0.044,0.159,0.079,0.03,0.021,1.794,2.514,6.655,14.279
28.85,42.55,0.245,0.093,0.027,0.019,0.578,0.212,0.059,0.041,0.152,0.072,0.026,0.018,1.57,2.221,6.179,13.952
28.95,35.45,0.878,0.496,0.21,0.154,2.024,1.109,0.44,0.322,0.59,0.307,0.115,0.082,4.354,5.736,12.932,23.088
28.95,35.55,0.806,0.465,0.207,0.154,1.856,1.045,0.437,0.324,0.534,0.288,0.113,0.083,4.536,5.951,13.392,24.093
28.95,35.65,0.754,0.441,0.202,0.152,1.739,0.988,0.432,0.324,0.496,0.272,0.112,0.082,4.758,6.212,14.027,25.424
28.95,35.75,0.728,0.428,0.199,0.151,1.686,0.959,0.429,0.324,0.479,0.265,0.111,0.082,5.035,6.56,14.937,27.038
28.95,35.85,0.744,0.436,0.202,0.153,1.733,0.982,0.435,0.328,0.489,0.27,0.113,0.084,5.36,7.114,16.665,30.309
28.95,35.95,0.864,0.488,0.211,0.157,2.044,1.112,0.456,0.339,0.563,0.298,0.118,0.086,5.666,7.798,20.732,40.185
28.95,36.05,0.85,0.484,0.209,0.155,2.025,1.111,0.454,0.336,0.548,0.296,0.119,0.087,5.885,8.2,21.678,40.384
28.95,36.15,0.759,0.437,0.198,0.15,1.785,0.999,0.434,0.325,0.496,0.275,0.115,0.085,6.002,8.271,20.043,35.741
28.95,36.25,0.733,0.419,0.191,0.148,1.726,0.96,0.426,0.32,0.485,0.267,0.113,0.084,6.15,8.439,20.191,36.955
28.95,36.35,0.779,0.439,0.199,0.15,1.857,1.022,0.442,0.33,0.512,0.275,0.115,0.085,6.493,9.03,22.45,42.749
28.95,36.45,0.88,0.496,0.213,0.156,2.133,1.163,0.476,0.347,0.56,0.295,0.118,0.086,6.979,9.99,26.205,50.034
28.95,36.55,0.898,0.51,0.216,0.157,2.195,1.203,0.487,0.352,0.576,0.302,0.119,0.086,7.193,10.379,27.801,52.332
28.95,36.65,0.877,0.495,0.212,0.156,2.142,1.17,0.479,0.35,0.561,0.293,0.116,0.084,7.232,10.274,26.908,50.996
28.95,36.75,0.849,0.471,0.203,0.151,2.057,1.113,0.456,0.336,0.537,0.277,0.111,0.082,6.966,9.719,25.269,48.818
28.95,36.85,0.828,0.455,0.192,0.145,1.999,1.07,0.435,0.321,0.517,0.265,0.107,0.079,6.628,9.195,24.039,46.961
28.95,36.95,0.819,0.442,0.18,0.134,1.98,1.037,0.41,0.302,0.507,0.258,0.103,0.076,6.21,8.624,23.397,46.152
28.95,37.05,0.725,0.395,0.162,0.121,1.761,0.921,0.368,0.276,0.452,0.236,0.096,0.073,5.72,7.84,20.59,39.595
28.95,37.15,0.635,0.345,0.149,0.112,1.533,0.809,0.334,0.251,0.4,0.213,0.09,0.068,5.475,7.38,17.682,33.192
28.95,37.25,0.631,0.342,0.145,0.108,1.506,0.796,0.325,0.242,0.376,0.203,0.086,0.065,5.444,7.28,17.269,32.459
28.95,37.35,0.587,0.322,0.138,0.105,1.392,0.751,0.313,0.234,0.345,0.19,0.083,0.063,5.403,7.115,16.329,29.717
28.95,37.45,0.577,0.315,0.136,0.104,1.372,0.739,0.31,0.232,0.34,0.187,0.082,0.063,5.461,7.173,16.271,29.737
28.95,37.55,0.614,0.332,0.143,0.108,1.493,0.79,0.326,0.245,0.368,0.196,0.084,0.064,5.71,7.575,17.602,33.385
28.95,37.65,0.697,0.376,0.157,0.117,1.716,0.899,0.366,0.276,0.417,0.215,0.09,0.068,6.232,8.303,20.276,39.523
28.95,37.75,0.794,0.432,0.178,0.132,1.983,1.053,0.42,0.309,0.481,0.245,0.098,0.074,7.034,9.471,24.087,46.274
28.95,37.85,0.888,0.488,0.196,0.145,2.251,1.197,0.46,0.332,0.561,0.285,0.107,0.078,7.632,10.603,28.633,53.991
28.95,37.95,0.901,0.5,0.2,0.145,2.294,1.226,0.467,0.334,0.564,0.29,0.108,0.078,7.768,10.915,29.21,54.063
28.95,38.05,0.889,0.479,0.185,0.133,2.234,1.172,0.437,0.312,0.589,0.288,0.105,0.076,7.45,10.425,29.063,56.819
28.95,38.15,0.822,0.441,0.168,0.121,2.063,1.078,0.401,0.288,0.522,0.261,0.097,0.071,6.845,9.529,26.258,50.372
28.95,38.25,0.695,0.376,0.15,0.109,1.749,0.916,0.352,0.255,0.441,0.223,0.088,0.065,6.233,8.497,21.894,42.455
28.95,38.35,0.584,0.318,0.132,0.098,1.456,0.778,0.31,0.228,0.362,0.191,0.08,0.06,5.731,7.653,18.215,34.326
28.95,38.45,0.5,0.278,0.117,0.088,1.234,0.668,0.28,0.209,0.304,0.168,0.075,0.057,5.38,6.947,15.65,28.431
28.95,38.55,0.465,0.258,0.11,0.083,1.141,0.617,0.259,0.196,0.277,0.157,0.072,0.055,5.141,6.547,14.478,25.613
28.95,38.65,0.468,0.256,0.109,0.082,1.144,0.613,0.255,0.193,0.273,0.155,0.071,0.055,5.079,6.475,14.315,25.583
28.95,38.75,0.481,0.265,0.113,0.084,1.176,0.634,0.265,0.2,0.28,0.159,0.073,0.055,5.211,6.645,14.812,26.485
28.95,38.85,0.516,0.287,0.12,0.089,1.264,0.684,0.286,0.211,0.31,0.171,0.076,0.057,5.409,7.066,16.114,29.618
28.95,38.95,0.594,0.33,0.136,0.1,1.477,0.8,0.318,0.23,0.372,0.197,0.081,0.06,5.743,7.778,19.04,35.548
28.95,39.05,0.857,0.464,0.167,0.116,2.136,1.114,0.39,0.271,0.526,0.259,0.091,0.066,6.4,9.066,26.837,51.583
28.95,39.15,0.871,0.468,0.17,0.118,2.173,1.127,0.4,0.28,0.538,0.263,0.093,0.067,6.538,9.24,27.212,52.771
28.95,39.25,0.721,0.391,0.157,0.113,1.798,0.941,0.367,0.265,0.434,0.22,0.088,0.065,6.322,8.592,21.846,42.391
28.95,39.35,0.68,0.36,0.146,0.107,1.688,0.866,0.337,0.246,0.404,0.204,0.084,0.063,6.03,8.068,19.932,39.594
28.95,39.45,0.653,0.338,0.133,0.098,1.61,0.811,0.311,0.227,0.396,0.197,0.082,0.061,5.772,7.703,19.028,38.924
28.95,39.55,0.609,0.316,0.124,0.09,1.491,0.752,0.291,0.213,0.373,0.189,0.08,0.06,5.613,7.473,18.026,36.408
28.95,39.65,0.578,0.303,0.12,0.088,1.408,0.72,0.284,0.207,0.357,0.186,0.08,0.06,5.574,7.435,17.545,34.57
28.95,39.75,0.588,0.316,0.124,0.089,1.448,0.756,0.29,0.208,0.367,0.196,0.082,0.061,5.667,7.672,18.534,35.302
28.95,39.85,0.794,0.41,0.134,0.093,1.936,0.962,0.31,0.215,0.474,0.237,0.088,0.063,5.855,8.208,24.059,47.177
28.95,39.95,0.887,0.444,0.138,0.095,2.163,1.045,0.318,0.219,0.542,0.259,0.091,0.064,5.97,8.503,26.673,54.143
28.95,40.05,0.639,0.357,0.138,0.096,1.602,0.86,0.319,0.222,0.411,0.225,0.091,0.065,6.075,8.564,21.649,39.147
28.95,40.15,0.74,0.388,0.143,0.1,1.817,0.923,0.328,0.228,0.472,0.242,0.094,0.066,6.191,8.766,23.636,46.164
28.95,40.25,0.728,0.396,0.15,0.105,1.791,0.939,0.345,0.239,0.463,0.244,0.097,0.068,6.402,9.095,23.652,44.692
28.95,40.35,0.712,0.384,0.152,0.108,1.743,0.913,0.352,0.247,0.462,0.244,0.099,0.07,6.585,9.299,23.288,44.258
